State|County|Party|Candidate|Num|Percent|Won
colorado|Garfield |PSL|G. La Riva|        2|0.0%|False
colorado|Garfield |Lib|G. Johnson|      288|1.2%|False
colorado|Garfield |Una|J. Reed|       17|0.1%|False
colorado|Garfield |AmC|V. Goode|       53|0.2%|False
colorado|Garfield |SEP|J. White|        1|0.0%|False
colorado|Garfield |JP|R. Anderson|       10|0.0%|False
colorado|Garfield |SPU|S. Alexander|        3|0.0%|False
colorado|Garfield |PFP|R. Barr|       60|0.3%|False
colorado|Garfield |Dem|B. Obama (i)|    10,989|46.4%|False
colorado|Garfield |ATP|M. Miller|        1|0.0%|False
colorado|Garfield |SWP|J. Harris|        0|0.0%|False
colorado|Garfield |Grn|J. Stein|       99|0.4%|False
colorado|Garfield |AmP|T. Hoefling|        1|0.0%|False
colorado|Garfield |GOP|M. Romney|    12,159|51.3%|True
colorado|Pueblo |WTP|S. Tittle|       53|0.1%|False
colorado|Pueblo |Obj|T. Stevens|       10|0.0%|False
colorado|Pueblo |PSL|G. La Riva|       28|0.0%|False
colorado|Pueblo |Lib|G. Johnson|      689|0.9%|False
colorado|Pueblo |Una|J. Reed|      122|0.2%|False
colorado|Pueblo |AmC|V. Goode|      233|0.3%|False
colorado|Pueblo |SEP|J. White|        6|0.0%|False
colorado|Pueblo |JP|R. Anderson|       39|0.1%|False
colorado|Pueblo |SPU|S. Alexander|       16|0.0%|False
colorado|Pueblo |PFP|R. Barr|      243|0.3%|False
colorado|Pueblo |Dem|B. Obama (i)|    40,624|55.4%|True
colorado|Pueblo |ATP|M. Miller|        8|0.0%|False
colorado|Pueblo |SWP|J. Harris|       11|0.0%|False
colorado|Pueblo |Grn|J. Stein|      181|0.2%|False
colorado|Pueblo |AmP|T. Hoefling|       20|0.0%|False
colorado|Pueblo |GOP|M. Romney|    31,023|42.3%|False
colorado|Delta |WTP|S. Tittle|       13|0.1%|False
colorado|Delta |Obj|T. Stevens|        2|0.0%|False
colorado|Delta |PSL|G. La Riva|        1|0.0%|False
colorado|Delta |Lib|G. Johnson|      156|1.0%|False
colorado|Delta |Una|J. Reed|       31|0.2%|False
colorado|Delta |AmC|V. Goode|       58|0.4%|False
colorado|Delta |SEP|J. White|        2|0.0%|False
colorado|Delta |JP|R. Anderson|       10|0.1%|False
colorado|Delta |SPU|S. Alexander|        4|0.0%|False
colorado|Delta |PFP|R. Barr|       37|0.2%|False
colorado|Delta |Dem|B. Obama (i)|     4,542|29.0%|False
colorado|Delta |ATP|M. Miller|        7|0.0%|False
colorado|Delta |SWP|J. Harris|        2|0.0%|False
colorado|Delta |Grn|J. Stein|       50|0.3%|False
colorado|Delta |AmP|T. Hoefling|        4|0.0%|False
colorado|Delta |GOP|M. Romney|    10,762|68.6%|True
colorado|San Juan |WTP|S. Tittle|        1|0.2%|False
colorado|San Juan |Obj|T. Stevens|        0|0.0%|False
colorado|San Juan |PSL|G. La Riva|        0|0.0%|False
colorado|San Juan |Lib|G. Johnson|       15|3.0%|False
colorado|San Juan |Una|J. Reed|        0|0.0%|False
colorado|San Juan |AmC|V. Goode|        3|0.6%|False
colorado|San Juan |SEP|J. White|        0|0.0%|False
colorado|San Juan |JP|R. Anderson|        0|0.0%|False
colorado|San Juan |SPU|S. Alexander|        0|0.0%|False
colorado|San Juan |PFP|R. Barr|        3|0.6%|False
colorado|San Juan |Dem|B. Obama (i)|      266|52.6%|True
colorado|San Juan |ATP|M. Miller|        0|0.0%|False
colorado|San Juan |AmP|T. Hoefling|        0|0.0%|False
colorado|San Juan |Grn|J. Stein|        6|1.2%|False
colorado|San Juan |SWP|J. Harris|        0|0.0%|False
colorado|San Juan |GOP|M. Romney|      212|41.9%|False
colorado|Las Animas |WTP|S. Tittle|        4|0.1%|False
colorado|Las Animas |Obj|T. Stevens|        1|0.0%|False
colorado|Las Animas |PSL|G. La Riva|        6|0.1%|False
colorado|Las Animas |Lib|G. Johnson|       67|1.0%|False
colorado|Las Animas |Una|J. Reed|        4|0.1%|False
colorado|Las Animas |AmC|V. Goode|       15|0.2%|False
colorado|Las Animas |SEP|J. White|        1|0.0%|False
colorado|Las Animas |JP|R. Anderson|        8|0.1%|False
colorado|Las Animas |SPU|S. Alexander|        0|0.0%|False
colorado|Las Animas |PFP|R. Barr|       20|0.3%|False
colorado|Las Animas |Dem|B. Obama (i)|     3,282|50.2%|True
colorado|Las Animas |ATP|M. Miller|        1|0.0%|False
colorado|Las Animas |SWP|J. Harris|        2|0.0%|False
colorado|Las Animas |Grn|J. Stein|       13|0.2%|False
colorado|Las Animas |AmP|T. Hoefling|        3|0.0%|False
colorado|Las Animas |GOP|M. Romney|     3,105|47.5%|False
colorado|Otero |WTP|S. Tittle|        6|0.1%|False
colorado|Otero |Obj|T. Stevens|        0|0.0%|False
colorado|Otero |PSL|G. La Riva|        2|0.0%|False
colorado|Otero |Lib|G. Johnson|       55|0.7%|False
colorado|Otero |Una|J. Reed|        8|0.1%|False
colorado|Otero |AmC|V. Goode|       36|0.4%|False
colorado|Otero |SEP|J. White|        1|0.0%|False
colorado|Otero |JP|R. Anderson|        2|0.0%|False
colorado|Otero |SPU|S. Alexander|        3|0.0%|False
colorado|Otero |PFP|R. Barr|       26|0.3%|False
colorado|Otero |Dem|B. Obama (i)|     3,566|44.4%|False
colorado|Otero |ATP|M. Miller|        0|0.0%|False
colorado|Otero |AmP|T. Hoefling|        1|0.0%|False
colorado|Otero |Grn|J. Stein|       15|0.2%|False
colorado|Otero |SWP|J. Harris|        3|0.0%|False
colorado|Otero |GOP|M. Romney|     4,315|53.7%|True
colorado|Gunnison |WTP|S. Tittle|        2|0.0%|False
colorado|Gunnison |Obj|T. Stevens|        0|0.0%|False
colorado|Gunnison |PSL|G. La Riva|        0|0.0%|False
colorado|Gunnison |Lib|G. Johnson|      143|1.8%|False
colorado|Gunnison |PFP|R. Barr|        6|0.1%|False
colorado|Gunnison |AmC|V. Goode|       21|0.3%|False
colorado|Gunnison |SEP|J. White|        1|0.0%|False
colorado|Gunnison |JP|R. Anderson|        7|0.1%|False
colorado|Gunnison |SPU|S. Alexander|        2|0.0%|False
colorado|Gunnison |Una|J. Reed|        7|0.1%|False
colorado|Gunnison |Dem|B. Obama (i)|     4,563|57.7%|True
colorado|Gunnison |ATP|M. Miller|        1|0.0%|False
colorado|Gunnison |AmP|T. Hoefling|        0|0.0%|False
colorado|Gunnison |Grn|J. Stein|       53|0.7%|False
colorado|Gunnison |SWP|J. Harris|        0|0.0%|False
colorado|Gunnison |GOP|M. Romney|     3,106|39.3%|False
colorado|Dolores |WTP|S. Tittle|        3|0.2%|False
colorado|Dolores |Obj|T. Stevens|        0|0.0%|False
colorado|Dolores |PSL|G. La Riva|        0|0.0%|False
colorado|Dolores |Lib|G. Johnson|       22|1.8%|False
colorado|Dolores |PFP|R. Barr|        4|0.3%|False
colorado|Dolores |AmC|V. Goode|        6|0.5%|False
colorado|Dolores |SEP|J. White|        1|0.1%|False
colorado|Dolores |JP|R. Anderson|        4|0.3%|False
colorado|Dolores |SPU|S. Alexander|        0|0.0%|False
colorado|Dolores |Una|J. Reed|        5|0.4%|False
colorado|Dolores |Dem|B. Obama (i)|      329|27.0%|False
colorado|Dolores |ATP|M. Miller|        0|0.0%|False
colorado|Dolores |AmP|T. Hoefling|        0|0.0%|False
colorado|Dolores |Grn|J. Stein|        6|0.5%|False
colorado|Dolores |SWP|J. Harris|        0|0.0%|False
colorado|Dolores |GOP|M. Romney|      838|68.8%|True
colorado|Huerfano |WTP|S. Tittle|        2|0.1%|False
colorado|Huerfano |Obj|T. Stevens|        1|0.0%|False
colorado|Huerfano |PSL|G. La Riva|        2|0.1%|False
colorado|Huerfano |Lib|G. Johnson|       46|1.3%|False
colorado|Huerfano |Una|J. Reed|        7|0.2%|False
colorado|Huerfano |AmC|V. Goode|       12|0.3%|False
colorado|Huerfano |SEP|J. White|        2|0.1%|False
colorado|Huerfano |JP|R. Anderson|        6|0.2%|False
colorado|Huerfano |SPU|S. Alexander|        1|0.0%|False
colorado|Huerfano |PFP|R. Barr|       15|0.4%|False
colorado|Huerfano |Dem|B. Obama (i)|     1,897|52.4%|True
colorado|Huerfano |ATP|M. Miller|        0|0.0%|False
colorado|Huerfano |AmP|T. Hoefling|        0|0.0%|False
colorado|Huerfano |Grn|J. Stein|       17|0.5%|False
colorado|Huerfano |SWP|J. Harris|        0|0.0%|False
colorado|Huerfano |GOP|M. Romney|     1,615|44.6%|False
colorado|Routt |WTP|S. Tittle|        3|0.0%|False
colorado|Routt |Obj|T. Stevens|        0|0.0%|False
colorado|Routt |PSL|G. La Riva|        2|0.0%|False
colorado|Routt |Lib|G. Johnson|      191|1.5%|False
colorado|Routt |Una|J. Reed|       12|0.1%|False
colorado|Routt |AmC|V. Goode|       18|0.1%|False
colorado|Routt |SEP|J. White|        0|0.0%|False
colorado|Routt |JP|R. Anderson|        2|0.0%|False
colorado|Routt |SPU|S. Alexander|        0|0.0%|False
colorado|Routt |PFP|R. Barr|       20|0.2%|False
colorado|Routt |Dem|B. Obama (i)|     7,389|56.7%|True
colorado|Routt |ATP|M. Miller|        1|0.0%|False
colorado|Routt |SWP|J. Harris|        2|0.0%|False
colorado|Routt |Grn|J. Stein|       34|0.3%|False
colorado|Routt |AmP|T. Hoefling|        3|0.0%|False
colorado|Routt |GOP|M. Romney|     5,361|41.1%|False
colorado|San Miguel |WTP|S. Tittle|        1|0.0%|False
colorado|San Miguel |Obj|T. Stevens|        0|0.0%|False
colorado|San Miguel |PSL|G. La Riva|        0|0.0%|False
colorado|San Miguel |Lib|G. Johnson|       52|1.2%|False
colorado|San Miguel |Una|J. Reed|        2|0.0%|False
colorado|San Miguel |AmC|V. Goode|       12|0.3%|False
colorado|San Miguel |SEP|J. White|        0|0.0%|False
colorado|San Miguel |JP|R. Anderson|        3|0.1%|False
colorado|San Miguel |SPU|S. Alexander|        1|0.0%|False
colorado|San Miguel |PFP|R. Barr|        7|0.2%|False
colorado|San Miguel |Dem|B. Obama (i)|     2,961|70.2%|True
colorado|San Miguel |ATP|M. Miller|        0|0.0%|False
colorado|San Miguel |AmP|T. Hoefling|        0|0.0%|False
colorado|San Miguel |Grn|J. Stein|       31|0.7%|False
colorado|San Miguel |SWP|J. Harris|        1|0.0%|False
colorado|San Miguel |GOP|M. Romney|     1,144|27.1%|False
colorado|Cheyenne |WTP|S. Tittle|        0|0.0%|False
colorado|Cheyenne |Obj|T. Stevens|        0|0.0%|False
colorado|Cheyenne |PSL|G. La Riva|        0|0.0%|False
colorado|Cheyenne |Lib|G. Johnson|        7|0.7%|False
colorado|Cheyenne |Una|J. Reed|        2|0.2%|False
colorado|Cheyenne |AmC|V. Goode|        6|0.6%|False
colorado|Cheyenne |SEP|J. White|        1|0.1%|False
colorado|Cheyenne |JP|R. Anderson|        0|0.0%|False
colorado|Cheyenne |SPU|S. Alexander|        0|0.0%|False
colorado|Cheyenne |PFP|R. Barr|        7|0.7%|False
colorado|Cheyenne |Dem|B. Obama (i)|      162|15.5%|False
colorado|Cheyenne |ATP|M. Miller|        0|0.0%|False
colorado|Cheyenne |AmP|T. Hoefling|        0|0.0%|False
colorado|Cheyenne |Grn|J. Stein|        2|0.2%|False
colorado|Cheyenne |SWP|J. Harris|        0|0.0%|False
colorado|Cheyenne |GOP|M. Romney|      858|82.1%|True
colorado|Denver |WTP|S. Tittle|       43|0.0%|False
colorado|Denver |Obj|T. Stevens|       18|0.0%|False
colorado|Denver |PSL|G. La Riva|       34|0.0%|False
colorado|Denver |Lib|G. Johnson|     3,740|1.3%|False
colorado|Denver |Una|J. Reed|      156|0.1%|False
colorado|Denver |AmC|V. Goode|      387|0.1%|False
colorado|Denver |SEP|J. White|       20|0.0%|False
colorado|Denver |JP|R. Anderson|      145|0.1%|False
colorado|Denver |SPU|S. Alexander|       55|0.0%|False
colorado|Denver |PFP|R. Barr|      318|0.1%|False
colorado|Denver |Dem|B. Obama (i)|   209,759|73.5%|True
colorado|Denver |ATP|M. Miller|       16|0.0%|False
colorado|Denver |SWP|J. Harris|       24|0.0%|False
colorado|Denver |Grn|J. Stein|     1,023|0.4%|False
colorado|Denver |AmP|T. Hoefling|       71|0.0%|False
colorado|Denver |GOP|M. Romney|    69,755|24.4%|False
colorado|Montezuma |WTP|S. Tittle|        6|0.0%|False
colorado|Montezuma |Obj|T. Stevens|        0|0.0%|False
colorado|Montezuma |PSL|G. La Riva|        2|0.0%|False
colorado|Montezuma |Lib|G. Johnson|      194|1.6%|False
colorado|Montezuma |Una|J. Reed|       27|0.2%|False
colorado|Montezuma |AmC|V. Goode|       33|0.3%|False
colorado|Montezuma |SEP|J. White|        0|0.0%|False
colorado|Montezuma |JP|R. Anderson|        6|0.0%|False
colorado|Montezuma |SPU|S. Alexander|        4|0.0%|False
colorado|Montezuma |PFP|R. Barr|       28|0.2%|False
colorado|Montezuma |Dem|B. Obama (i)|     4,486|36.7%|False
colorado|Montezuma |ATP|M. Miller|        3|0.0%|False
colorado|Montezuma |SWP|J. Harris|        2|0.0%|False
colorado|Montezuma |Grn|J. Stein|       65|0.5%|False
colorado|Montezuma |AmP|T. Hoefling|        4|0.0%|False
colorado|Montezuma |GOP|M. Romney|     7,372|60.3%|True
colorado|Archuleta |WTP|S. Tittle|        1|0.0%|False
colorado|Archuleta |Obj|T. Stevens|        1|0.0%|False
colorado|Archuleta |PSL|G. La Riva|        0|0.0%|False
colorado|Archuleta |Lib|G. Johnson|      102|1.5%|False
colorado|Archuleta |Una|J. Reed|        5|0.1%|False
colorado|Archuleta |AmC|V. Goode|       23|0.3%|False
colorado|Archuleta |SEP|J. White|        0|0.0%|False
colorado|Archuleta |JP|R. Anderson|        5|0.1%|False
colorado|Archuleta |SPU|S. Alexander|        1|0.0%|False
colorado|Archuleta |PFP|R. Barr|       13|0.2%|False
colorado|Archuleta |Dem|B. Obama (i)|     2,637|39.7%|False
colorado|Archuleta |ATP|M. Miller|        2|0.0%|False
colorado|Archuleta |SWP|J. Harris|        0|0.0%|False
colorado|Archuleta |Grn|J. Stein|       23|0.3%|False
colorado|Archuleta |AmP|T. Hoefling|        2|0.0%|False
colorado|Archuleta |GOP|M. Romney|     3,831|57.6%|True
colorado|Rio Grande |WTP|S. Tittle|        4|0.1%|False
colorado|Rio Grande |Obj|T. Stevens|        2|0.0%|False
colorado|Rio Grande |PSL|G. La Riva|        0|0.0%|False
colorado|Rio Grande |Lib|G. Johnson|       65|1.2%|False
colorado|Rio Grande |PFP|R. Barr|        5|0.1%|False
colorado|Rio Grande |AmC|V. Goode|       25|0.5%|False
colorado|Rio Grande |SEP|J. White|        0|0.0%|False
colorado|Rio Grande |JP|R. Anderson|        4|0.1%|False
colorado|Rio Grande |SPU|S. Alexander|        2|0.0%|False
colorado|Rio Grande |Una|J. Reed|        6|0.1%|False
colorado|Rio Grande |Dem|B. Obama (i)|     2,428|44.5%|False
colorado|Rio Grande |ATP|M. Miller|        0|0.0%|False
colorado|Rio Grande |SWP|J. Harris|        1|0.0%|False
colorado|Rio Grande |Grn|J. Stein|       17|0.3%|False
colorado|Rio Grande |AmP|T. Hoefling|        2|0.0%|False
colorado|Rio Grande |GOP|M. Romney|     2,892|53.0%|True
colorado|Bent |WTP|S. Tittle|        1|0.1%|False
colorado|Bent |Obj|T. Stevens|        1|0.1%|False
colorado|Bent |PSL|G. La Riva|        0|0.0%|False
colorado|Bent |Lib|G. Johnson|       15|0.8%|False
colorado|Bent |Una|J. Reed|        5|0.3%|False
colorado|Bent |AmC|V. Goode|        8|0.4%|False
colorado|Bent |SEP|J. White|        2|0.1%|False
colorado|Bent |JP|R. Anderson|        1|0.1%|False
colorado|Bent |SPU|S. Alexander|        0|0.0%|False
colorado|Bent |PFP|R. Barr|        9|0.5%|False
colorado|Bent |Dem|B. Obama (i)|      778|41.4%|False
colorado|Bent |ATP|M. Miller|        1|0.1%|False
colorado|Bent |SWP|J. Harris|        0|0.0%|False
colorado|Bent |Grn|J. Stein|        5|0.3%|False
colorado|Bent |AmP|T. Hoefling|        2|0.1%|False
colorado|Bent |GOP|M. Romney|     1,053|56.0%|True
colorado|Custer |WTP|S. Tittle|        0|0.0%|False
colorado|Custer |Obj|T. Stevens|        0|0.0%|False
colorado|Custer |PSL|G. La Riva|        0|0.0%|False
colorado|Custer |Lib|G. Johnson|       37|1.4%|False
colorado|Custer |Una|J. Reed|        0|0.0%|False
colorado|Custer |AmC|V. Goode|        9|0.3%|False
colorado|Custer |SEP|J. White|        0|0.0%|False
colorado|Custer |JP|R. Anderson|        1|0.0%|False
colorado|Custer |SPU|S. Alexander|        0|0.0%|False
colorado|Custer |PFP|R. Barr|        2|0.1%|False
colorado|Custer |Dem|B. Obama (i)|      862|32.0%|False
colorado|Custer |ATP|M. Miller|        0|0.0%|False
colorado|Custer |AmP|T. Hoefling|        0|0.0%|False
colorado|Custer |Grn|J. Stein|       10|0.4%|False
colorado|Custer |SWP|J. Harris|        0|0.0%|False
colorado|Custer |GOP|M. Romney|     1,776|65.9%|True
colorado|Yuma |WTP|S. Tittle|        3|0.1%|False
colorado|Yuma |Obj|T. Stevens|        1|0.0%|False
colorado|Yuma |PSL|G. La Riva|        0|0.0%|False
colorado|Yuma |Lib|G. Johnson|       32|0.7%|False
colorado|Yuma |Una|J. Reed|        9|0.2%|False
colorado|Yuma |AmC|V. Goode|       18|0.4%|False
colorado|Yuma |SEP|J. White|        0|0.0%|False
colorado|Yuma |JP|R. Anderson|        3|0.1%|False
colorado|Yuma |SPU|S. Alexander|        1|0.0%|False
colorado|Yuma |PFP|R. Barr|       24|0.5%|False
colorado|Yuma |Dem|B. Obama (i)|      950|21.2%|False
colorado|Yuma |ATP|M. Miller|        0|0.0%|False
colorado|Yuma |SWP|J. Harris|        0|0.0%|False
colorado|Yuma |Grn|J. Stein|        5|0.1%|False
colorado|Yuma |AmP|T. Hoefling|        2|0.0%|False
colorado|Yuma |GOP|M. Romney|     3,433|76.6%|True
colorado|Eagle |WTP|S. Tittle|        3|0.0%|False
colorado|Eagle |Obj|T. Stevens|        1|0.0%|False
colorado|Eagle |PSL|G. La Riva|        3|0.0%|False
colorado|Eagle |Lib|G. Johnson|      332|1.5%|False
colorado|Eagle |Una|J. Reed|        7|0.0%|False
colorado|Eagle |AmC|V. Goode|       23|0.1%|False
colorado|Eagle |SEP|J. White|        0|0.0%|False
colorado|Eagle |JP|R. Anderson|        7|0.0%|False
colorado|Eagle |SPU|S. Alexander|        2|0.0%|False
colorado|Eagle |PFP|R. Barr|       23|0.1%|False
colorado|Eagle |Dem|B. Obama (i)|    12,598|56.3%|True
colorado|Eagle |ATP|M. Miller|        4|0.0%|False
colorado|Eagle |SWP|J. Harris|        0|0.0%|False
colorado|Eagle |Grn|J. Stein|       50|0.2%|False
colorado|Eagle |AmP|T. Hoefling|        4|0.0%|False
colorado|Eagle |GOP|M. Romney|     9,317|41.6%|False
colorado|Baca |WTP|S. Tittle|        4|0.2%|False
colorado|Baca |Obj|T. Stevens|        0|0.0%|False
colorado|Baca |PSL|G. La Riva|        0|0.0%|False
colorado|Baca |Lib|G. Johnson|       27|1.3%|False
colorado|Baca |Una|J. Reed|        3|0.1%|False
colorado|Baca |AmC|V. Goode|       19|0.9%|False
colorado|Baca |SEP|J. White|        0|0.0%|False
colorado|Baca |JP|R. Anderson|        2|0.1%|False
colorado|Baca |SPU|S. Alexander|        0|0.0%|False
colorado|Baca |PFP|R. Barr|       12|0.6%|False
colorado|Baca |Dem|B. Obama (i)|      462|22.0%|False
colorado|Baca |ATP|M. Miller|        1|0.0%|False
colorado|Baca |SWP|J. Harris|        0|0.0%|False
colorado|Baca |Grn|J. Stein|        9|0.4%|False
colorado|Baca |AmP|T. Hoefling|        3|0.1%|False
colorado|Baca |GOP|M. Romney|     1,554|74.1%|True
colorado|Mesa |WTP|S. Tittle|       28|0.0%|False
colorado|Mesa |Obj|T. Stevens|        7|0.0%|False
colorado|Mesa |PSL|G. La Riva|        6|0.0%|False
colorado|Mesa |Lib|G. Johnson|      795|1.2%|False
colorado|Mesa |Una|J. Reed|       92|0.1%|False
colorado|Mesa |AmC|V. Goode|      185|0.3%|False
colorado|Mesa |SEP|J. White|        7|0.0%|False
colorado|Mesa |JP|R. Anderson|       23|0.0%|False
colorado|Mesa |SPU|S. Alexander|        6|0.0%|False
colorado|Mesa |PFP|R. Barr|      162|0.2%|False
colorado|Mesa |Dem|B. Obama (i)|    22,448|32.5%|False
colorado|Mesa |ATP|M. Miller|       15|0.0%|False
colorado|Mesa |SWP|J. Harris|        2|0.0%|False
colorado|Mesa |Grn|J. Stein|      154|0.2%|False
colorado|Mesa |AmP|T. Hoefling|       16|0.0%|False
colorado|Mesa |GOP|M. Romney|    45,087|65.3%|True
colorado|Conejos |WTP|S. Tittle|        1|0.0%|False
colorado|Conejos |Obj|T. Stevens|        0|0.0%|False
colorado|Conejos |PSL|G. La Riva|        4|0.1%|False
colorado|Conejos |Lib|G. Johnson|       14|0.3%|False
colorado|Conejos |SEP|J. White|        1|0.0%|False
colorado|Conejos |AmC|V. Goode|       11|0.3%|False
colorado|Conejos |JP|R. Anderson|        6|0.1%|False
colorado|Conejos |SPU|S. Alexander|        1|0.0%|False
colorado|Conejos |PFP|R. Barr|        4|0.1%|False
colorado|Conejos |Dem|B. Obama (i)|     2,180|54.1%|True
colorado|Conejos |ATP|M. Miller|        0|0.0%|False
colorado|Conejos |SWP|J. Harris|        2|0.0%|False
colorado|Conejos |Grn|J. Stein|        6|0.1%|False
colorado|Conejos |AmP|T. Hoefling|        3|0.1%|False
colorado|Conejos |Una|J. Reed|        0|0.0%|False
colorado|Conejos |GOP|M. Romney|     1,794|44.5%|False
colorado|Morgan |WTP|S. Tittle|        4|0.0%|False
colorado|Morgan |Obj|T. Stevens|        1|0.0%|False
colorado|Morgan |PSL|G. La Riva|        2|0.0%|False
colorado|Morgan |Lib|G. Johnson|       99|0.9%|False
colorado|Morgan |Una|J. Reed|       26|0.2%|False
colorado|Morgan |AmC|V. Goode|       51|0.5%|False
colorado|Morgan |SEP|J. White|        1|0.0%|False
colorado|Morgan |JP|R. Anderson|        7|0.1%|False
colorado|Morgan |SPU|S. Alexander|        1|0.0%|False
colorado|Morgan |PFP|R. Barr|       43|0.4%|False
colorado|Morgan |Dem|B. Obama (i)|     3,761|35.9%|False
colorado|Morgan |ATP|M. Miller|        0|0.0%|False
colorado|Morgan |SWP|J. Harris|        1|0.0%|False
colorado|Morgan |Grn|J. Stein|       14|0.1%|False
colorado|Morgan |AmP|T. Hoefling|        6|0.1%|False
